title,price,location,bedrooms,bathrooms,toilets,size_value,property_type,price_per_bedroom,price_per_size
4 bedroom semi-detached duplex for sale,130000000.0,Ile-titun Area,4.0,4.0,5.0,400,duplex,32500000.0,325000.0
3 bedroom detached bungalow for sale,65000000.0,,3.0,3.0,3.0,400,bungalow,21666666.666666668,162500.0
3 bedroom detached bungalow for sale,44500000.0,Omititun Estate,3.0,3.0,4.0,400,bungalow,14833333.333333334,111250.0
5 bedroom detached bungalow for sale,220000000.0,Akobo,5.0,5.0,5.0,400,bungalow,44000000.0,550000.0
5 bedroom detached duplex for sale,300000000.0,Akobo,5.0,5.0,5.0,400,duplex,60000000.0,750000.0
4 bedroom detached duplex for sale,270000000.0,Akobo,4.0,4.0,4.0,400,duplex,67500000.0,675000.0
3 bedroom terraced bungalow for sale,54000000.0,Very Close To The Ibada International Airport,3.0,3.0,4.0,400,bungalow,18000000.0,135000.0
3 bedroom detached bungalow for sale,42000000.0,Idi Ape,3.0,3.0,3.0,400,bungalow,14000000.0,105000.0
5 bedroom detached bungalow for sale,27000000.0,International Airport Area,5.0,5.0,5.0,400,bungalow,5400000.0,67500.0
4 bedroom house for sale,90000000.0,Arapaja,4.0,4.0,5.0,400,other,22500000.0,225000.0
4 bedroom semi-detached duplex for sale,120000000.0,Ring Road,4.0,4.0,4.0,400,duplex,30000000.0,300000.0
4 bedroom house for sale,170000000.0,Akobo.,4.0,4.0,4.0,400,other,42500000.0,425000.0
5 bedroom detached duplex for sale,100000000.0,Ojoo,5.0,5.0,5.0,400,duplex,20000000.0,250000.0
Block of flats for sale,55000000.0,Sdp,4.0,4.0,4.0,400,apartment,13750000.0,137500.0
3 bedroom detached bungalow for sale,20000000.0,Moniya,3.0,3.0,3.0,400,bungalow,6666666.666666667,50000.0
4 bedroom terraced duplex for sale,90000000.0,Akobo,4.0,4.0,4.0,400,duplex,22500000.0,225000.0
4 bedroom detached bungalow for sale,15000000.0,Olodo,4.0,4.0,4.0,400,bungalow,3750000.0,37500.0
2 bedroom detached bungalow for sale,140000000.0,Ile Titun Jericho,2.0,2.0,2.0,400,bungalow,70000000.0,350000.0
4 bedroom detached bungalow for sale,110000000.0,Off Eleyele-ido Road,4.0,4.0,4.0,400,bungalow,27500000.0,275000.0
5 bedroom detached duplex for sale,170000000.0,Elebu,5.0,5.0,5.0,400,duplex,34000000.0,425000.0
4 bedroom block of flats for sale,65000000.0,Via Akoto 1st Gate,4.0,4.0,4.0,400,apartment,16250000.0,162500.0
3 bedroom detached bungalow for sale,75000000.0,Elebu Area Off Akala Express,3.0,3.0,3.0,400,bungalow,25000000.0,187500.0
3 bedroom detached bungalow for sale,35000000.0,Apata,3.0,3.0,3.0,400,bungalow,11666666.666666666,87500.0
3 bedroom detached bungalow for sale,65000000.0,Eleyele Area,3.0,3.0,3.0,400,bungalow,21666666.666666668,162500.0
3 bedroom detached bungalow for sale,75000000.0,Oritamerin,3.0,3.0,3.0,550,bungalow,25000000.0,136363.63636363635
4 bedroom detached bungalow for sale,85000000.0,Elewuro Area Akobo,4.0,4.0,4.0,1,bungalow,21250000.0,85000000.0
5 bedroom detached duplex for sale,385000000.0,Oluyole,5.0,5.0,6.0,1,duplex,77000000.0,385000000.0
5 bedroom detached duplex for sale,280000000.0,Oluyole Estate,5.0,5.0,6.0,1,duplex,56000000.0,280000000.0
4 bedroom detached duplex for sale,280000000.0,Akobo,4.0,4.0,4.0,1,duplex,70000000.0,280000000.0
3 bedroom detached bungalow for sale,83000000.0,Akala Way,3.0,3.0,4.0,1,bungalow,27666666.666666668,83000000.0
Block of flats for sale,95000000.0,Challenge,4.0,4.0,4.0,1,apartment,23750000.0,95000000.0
20 bedroom house for sale,45000000.0,Near Molete - Dugbe Road,20.0,4.0,4.0,1,other,2250000.0,45000000.0
9 bedroom house for sale,80000000.0,Elebu Off Akala Express,9.0,9.0,12.0,1,other,8888888.888888888,80000000.0
4 bedroom detached duplex for sale,200000000.0,Ikolaba Gra Agodi,4.0,5.0,6.0,1,duplex,50000000.0,200000000.0
4 bedroom detached duplex for sale,170000000.0,Carlton Gate Estate,4.0,4.0,5.0,1,duplex,42500000.0,170000000.0
3 bedroom detached bungalow for sale,23000000.0,Alakia,3.0,3.0,3.0,1,bungalow,7666666.666666667,23000000.0
4 bedroom house for sale,120000000.0,Off Nihort,4.0,4.0,4.0,1,other,30000000.0,120000000.0
4 bedroom house for sale,250000000.0,Oluyole,4.0,5.0,5.0,1,other,62500000.0,250000000.0
4 bedroom detached duplex for sale,170000000.0,Off Nihort,4.0,5.0,5.0,1,duplex,42500000.0,170000000.0
5 bedroom house for sale,310000000.0,Location: Oluyole Estate,5.0,5.0,5.0,1,other,62000000.0,310000000.0
5 bedroom house for sale,210000000.0,Akobo,5.0,5.0,5.0,1,other,42000000.0,210000000.0
6 bedroom detached duplex for sale,250000000.0,Oluyole,6.0,6.0,6.0,1,duplex,41666666.666666664,250000000.0
6 bedroom detached duplex for sale,350000000.0,Kolapo Ishola Akobo,6.0,6.0,6.0,1,duplex,58333333.333333336,350000000.0
4 bedroom detached duplex for sale,430000000.0,Oluyole Estate,4.0,4.0,5.0,1,duplex,107500000.0,430000000.0
5 bedroom terraced duplex for sale,200000000.0,Eng Lere Adigun Gra,5.0,5.0,5.0,1,duplex,40000000.0,200000000.0
4 bedroom semi-detached duplex for sale,270000000.0,Kolapo Ishola Gra,4.0,4.0,4.0,1,duplex,67500000.0,270000000.0
5 bedroom detached duplex for sale,250000000.0,Akobo,5.0,5.0,5.0,1,duplex,50000000.0,250000000.0
4 bedroom detached duplex for sale,200000000.0,Kolapo Ishola Gra.,4.0,5.0,5.0,1,duplex,50000000.0,200000000.0
5 bedroom detached duplex for sale,450000000.0,Bashorun,5.0,5.0,6.0,500,duplex,90000000.0,900000.0
4 bedroom house for sale,450000000.0,Akobo,4.0,4.0,5.0,500,other,112500000.0,900000.0
4 bedroom house for sale,180000000.0,Akobo,4.0,4.0,4.0,500,other,45000000.0,360000.0
3 bedroom house for sale,220000000.0,Airforce,3.0,3.0,3.0,500,other,73333333.33333333,440000.0
4 bedroom house for sale,200000000.0,Ringroad Gra,4.0,4.0,4.0,500,other,50000000.0,400000.0
5 bedroom house for sale,300000000.0,Samonda,5.0,5.0,5.0,500,other,60000000.0,600000.0
2 bedroom semi-detached bungalow for sale,70000000.0,Old Bodija,2.0,2.0,2.0,500,bungalow,35000000.0,140000.0
5 bedroom detached duplex for sale,310000000.0,Blue Gate Oluyole Estate,5.0,6.0,6.0,500,duplex,62000000.0,620000.0
4 bedroom detached duplex for sale,300000000.0,Alalubosa,4.0,4.0,4.0,500,duplex,75000000.0,600000.0
Block of flats for sale,300000000.0,Ringroad,4.0,4.0,4.0,500,apartment,75000000.0,600000.0
3 bedroom semi-detached bungalow for sale,120000000.0,Akobo,3.0,3.0,3.0,500,bungalow,40000000.0,240000.0
5 bedroom detached duplex for sale,465000000.0,Oluyole Estate,5.0,5.0,6.0,500,duplex,93000000.0,930000.0
5 bedroom house for sale,180000000.0,New Bodija,5.0,5.0,5.0,500,other,36000000.0,360000.0
3 bedroom block of flats for sale,45000000.0,Eleyele,3.0,3.0,3.0,500,apartment,15000000.0,90000.0
4 bedroom detached duplex for sale,300000000.0,Akobo,4.0,4.0,5.0,500,duplex,75000000.0,600000.0
4 bedroom detached duplex for sale,160000000.0,Agodi,4.0,4.0,4.0,500,duplex,40000000.0,320000.0
5 bedroom detached duplex for sale,350000000.0,Akobo,5.0,5.0,5.0,500,duplex,70000000.0,700000.0
3 bedroom detached bungalow for sale,44500000.0,Ajoda New Town Kulodi Egbeda,3.0,3.0,4.0,500,bungalow,14833333.333333334,89000.0
4 bedroom detached bungalow for sale,70000000.0,New Bodija,4.0,4.0,4.0,500,bungalow,17500000.0,140000.0
3 bedroom detached bungalow for sale,13000000.0,Lifort Road,3.0,4.0,4.0,500,bungalow,4333333.333333333,26000.0
5 bedroom detached duplex for sale,300000000.0,Oluyole Estate,5.0,5.0,6.0,500,duplex,60000000.0,600000.0
4 bedroom terraced duplex for sale,150000000.0,Akobo,4.0,4.0,5.0,500,duplex,37500000.0,300000.0
5 bedroom semi-detached duplex for sale,370000000.0,Akobo,5.0,6.0,6.0,500,duplex,74000000.0,740000.0
4 bedroom detached bungalow for sale,170000000.0,Old Bodija Estate,4.0,4.0,4.0,500,bungalow,42500000.0,340000.0
4 bedroom semi-detached duplex for sale,375000000.0,Akobo,4.0,4.0,5.0,500,duplex,93750000.0,750000.0
4 bedroom detached duplex for sale,160000000.0,Agodi,4.0,4.0,5.0,500,duplex,40000000.0,320000.0
3 bedroom semi-detached duplex for sale,145000000.0,Link Reservations,3.0,3.0,4.0,500,duplex,48333333.333333336,290000.0
2 bedroom detached bungalow for sale,85000000.0,New Bodija,2.0,2.0,2.0,500,bungalow,42500000.0,170000.0
4 bedroom semi-detached duplex for sale,160000000.0,Oluyole Industrial Estate,4.0,5.0,5.0,500,duplex,40000000.0,320000.0
4 bedroom detached duplex for sale,230000000.0,Alalubosa,4.0,4.0,5.0,500,duplex,57500000.0,460000.0
4 bedroom detached duplex for sale,360000000.0,gra,4.0,6.0,7.0,500,duplex,90000000.0,720000.0
4 bedroom semi-detached duplex for sale,125000000.0,Peace Estate,4.0,4.0,5.0,500,duplex,31250000.0,250000.0
4 bedroom semi-detached duplex for sale,160000000.0,Association Street,4.0,4.0,5.0,3,duplex,40000000.0,53333333.333333336
4 bedroom semi-detached duplex for sale,180000000.0,Ashi. Bodija,4.0,4.0,5.0,600,duplex,45000000.0,300000.0
6 bedroom detached duplex for sale,285000000.0,Oluyole Estate,6.0,6.0,7.0,600,duplex,47500000.0,475000.0
5 bedroom detached duplex for sale,300000000.0,Oluyole Estate,5.0,6.0,7.0,600,duplex,60000000.0,500000.0
4 bedroom detached bungalow for sale,270000000.0,Akobo,4.0,5.0,5.0,600,bungalow,67500000.0,450000.0
4 bedroom detached duplex for sale,180000000.0,Omololu Olunloyo Gra Ring Road,4.0,4.0,5.0,600,duplex,45000000.0,300000.0
3 bedroom detached bungalow for sale,85000000.0,Akala Way,3.0,3.0,3.0,600,bungalow,28333333.333333332,141666.66666666666
5 bedroom detached duplex for sale,180000000.0,New Bodija,5.0,5.0,6.0,600,duplex,36000000.0,300000.0
5 bedroom semi-detached duplex for sale,360000000.0,Providence Estate,5.0,5.0,5.0,600,duplex,72000000.0,600000.0
3 bedroom detached bungalow for sale,29000000.0,Adron London Park And Gardens,3.0,4.0,4.0,600,bungalow,9666666.666666666,48333.333333333336
4 bedroom detached duplex for sale,305000000.0,Akobo,4.0,5.0,5.0,600,duplex,76250000.0,508333.3333333333
3 bedroom detached bungalow for sale,60900000.0,Lawoyin,3.0,4.0,4.0,300,bungalow,20300000.0,203000.0
5 bedroom detached duplex for sale,198000000.0,New Bodija,5.0,6.0,6.0,300,duplex,39600000.0,660000.0
4 bedroom detached duplex for sale,450000000.0,Akobo,4.0,5.0,5.0,300,duplex,112500000.0,1500000.0
10 bedroom semi-detached duplex for sale,150000000.0,Akingbade Area Near Gbagi Off Airport-ife Road,10.0,10.0,12.0,300,duplex,15000000.0,500000.0
5 bedroom detached duplex for sale,220000000.0,Kolapo Ishola Estate,5.0,6.0,6.0,300,duplex,44000000.0,733333.3333333334
4 bedroom detached duplex for sale,250000000.0,Jericho,4.0,4.0,4.0,300,duplex,62500000.0,833333.3333333334
5 bedroom house for sale,30000000.0,Ologuneru,5.0,6.0,5.0,300,other,6000000.0,100000.0
2 bedroom semi-detached bungalow for sale,80000000.0,,2.0,2.0,2.0,300,bungalow,40000000.0,266666.6666666667
3 bedroom detached bungalow for sale,15000000.0,Off Iyana Ajia,3.0,3.0,3.0,300,bungalow,5000000.0,50000.0
10 bedroom terraced bungalow for sale,65000000.0,Aerodromes Estate Ibadan Oyo State,10.0,8.0,8.0,300,bungalow,6500000.0,216666.66666666666
Block of flats for sale,35000000.0,Soka,4.0,4.0,4.0,300,apartment,8750000.0,116666.66666666667
Block of flats for sale,400000000.0,Jericho,4.0,4.0,4.0,300,apartment,100000000.0,1333333.3333333333
4 bedroom detached duplex for sale,200000000.0,Oyo,4.0,4.0,5.0,300,duplex,50000000.0,666666.6666666666
2 bedroom block of flats for sale,100000000.0,Faith Bible Area,2.0,2.0,3.0,300,apartment,50000000.0,333333.3333333333
3 bedroom detached bungalow for sale,80000000.0,Akuru,3.0,3.0,3.0,501,bungalow,26666666.666666668,159680.6387225549
4 bedroom detached bungalow for sale,110000000.0,Opposite Coca-cola Factory,4.0,4.0,4.0,501,bungalow,27500000.0,219560.87824351297
3 bedroom block of flats for sale,85000000.0,Akobo,3.0,3.0,3.0,501,apartment,28333333.333333332,169660.67864271457
Block of flats for sale,70000000.0,Akobo,4.0,4.0,4.0,501,apartment,17500000.0,139720.55888223552
4 bedroom detached bungalow for sale,32000000.0,Akobo Ojurin,4.0,4.0,4.0,501,bungalow,8000000.0,63872.255489021954
2 bedroom detached bungalow for sale,53000000.0,Near Taska Filling Station Off Akala Express Way,2.0,2.0,2.0,501,bungalow,26500000.0,105788.42315369261
3 bedroom block of flats for sale,70000000.0,Kufeyiji Street,3.0,3.0,3.0,501,apartment,23333333.333333332,139720.55888223552
6 bedroom detached duplex for sale,150000000.0,Oke Ado,6.0,6.0,7.0,501,duplex,25000000.0,299401.19760479045
3 bedroom detached bungalow for sale,85000000.0,Off Akala Express Road.,3.0,3.0,3.0,501,bungalow,28333333.333333332,169660.67864271457
3 bedroom semi-detached duplex for sale,45000000.0,Apata,3.0,3.0,4.0,501,duplex,15000000.0,89820.35928143712
4 bedroom detached duplex for sale,9000000.0,Moniya,4.0,4.0,5.0,501,duplex,2250000.0,17964.071856287424
5 bedroom detached duplex for sale,170000000.0,Jericho,5.0,5.0,6.0,501,duplex,34000000.0,339321.35728542914
4 bedroom detached duplex for sale,250000000.0,Alalubosa Main Gra,4.0,4.0,4.0,501,duplex,62500000.0,499001.99600798404
Block of flats for sale,50000000.0,New Bodija,4.0,4.0,4.0,501,apartment,12500000.0,99800.39920159681
2 bedroom block of flats for sale,35000000.0,Soka,2.0,2.0,2.0,501,apartment,17500000.0,69860.27944111776
4 bedroom detached duplex for sale,245000000.0,Oluyole Estate,4.0,5.0,5.0,501,duplex,61250000.0,489021.95608782436
5 bedroom detached duplex for sale,300000000.0,Akobo,5.0,6.0,6.0,501,duplex,60000000.0,598802.3952095809
4 bedroom detached bungalow for sale,60000000.0,Old Ife Road,4.0,4.0,4.0,501,bungalow,15000000.0,119760.47904191617
3 bedroom detached bungalow for sale,40000000.0,Off Olorunda Abaa,3.0,3.0,3.0,1,bungalow,13333333.333333334,40000000.0
4 bedroom block of flats for sale,70000000.0,Beside Brent Supermarket Apata Area,4.0,4.0,4.0,1,apartment,17500000.0,70000000.0
2 bedroom semi-detached bungalow for sale,6000000.0,Omi Adio,2.0,2.0,2.0,1,bungalow,3000000.0,6000000.0
3 bedroom detached duplex for sale,40000000.0,Tipper Garage,3.0,3.0,3.0,312,duplex,13333333.333333334,128205.1282051282
3 bedroom detached bungalow for sale,85000000.0,Akobo,3.0,4.0,4.0,312,bungalow,28333333.333333332,272435.89743589744
3 bedroom detached bungalow for sale,68000000.0,Eleyele- Ologuneru Rd,3.0,3.0,3.0,312,bungalow,22666666.666666668,217948.71794871794
4 bedroom detached bungalow for sale,80000000.0,Asunle Area Off Akala Express,4.0,4.0,4.0,312,bungalow,20000000.0,256410.2564102564
4 bedroom detached duplex for sale,240000000.0,Jericho,4.0,4.0,4.0,312,duplex,60000000.0,769230.7692307692
5 bedroom semi-detached duplex for sale,120000000.0,New Bodija,5.0,4.0,4.0,312,duplex,24000000.0,384615.3846153846
4 bedroom detached duplex for sale,200000000.0,Akobo,4.0,4.0,4.0,312,duplex,50000000.0,641025.641025641
4 bedroom semi-detached duplex for sale,250000000.0,Lare Adigun Gra,4.0,4.0,4.0,312,duplex,62500000.0,801282.0512820513
2 bedroom block of flats for sale,70000000.0,Omolayo Estate,2.0,2.0,2.0,545,apartment,35000000.0,128440.36697247706
4 bedroom detached bungalow for sale,90000000.0,Elebu,4.0,4.0,4.0,545,bungalow,22500000.0,165137.6146788991
3 bedroom semi-detached duplex for sale,160000000.0,Akobo,3.0,3.0,3.0,545,duplex,53333333.333333336,293577.9816513761
3 bedroom detached duplex for sale,80000000.0,Mkh City  Estate Oluyunde,3.0,3.0,4.0,545,duplex,26666666.666666668,146788.99082568806
3 bedroom block of flats for sale,55000000.0,aromolaran,3.0,3.0,3.0,545,apartment,18333333.333333332,100917.43119266054
2 bedroom detached bungalow for sale,68000000.0,Mowe Golf Off Lagos-ibadan Expressway,2.0,3.0,3.0,545,bungalow,34000000.0,124770.64220183487
4 bedroom detached duplex for sale,300000000.0,Jericho,4.0,4.0,4.0,700,duplex,75000000.0,428571.4285714286
4 bedroom house for sale,9000000.0,Moniya,4.0,4.0,4.0,700,other,2250000.0,12857.142857142857
4 bedroom detached bungalow for sale,60000000.0,Ojoo Barracks,4.0,4.0,4.0,700,bungalow,15000000.0,85714.28571428571
3 bedroom detached bungalow for sale,65000000.0,Ologuneru,3.0,3.0,3.0,550,bungalow,21666666.666666668,118181.81818181818
4 bedroom detached duplex for sale,65000000.0,Moniya,4.0,4.0,5.0,175,duplex,16250000.0,371428.5714285714
5 bedroom semi-detached duplex for sale,120000000.0,Ikolaba Gra,5.0,5.0,5.0,500,duplex,24000000.0,240000.0
4 bedroom semi-detached duplex for sale,250000000.0,Jericho Gra,4.0,4.0,4.0,500,duplex,62500000.0,500000.0
5 bedroom detached duplex for sale,300000000.0,Akobo,5.0,5.0,5.0,500,duplex,60000000.0,600000.0
4 bedroom house for sale,200000000.0,New Bodija,4.0,4.0,4.0,500,other,50000000.0,400000.0
4 bedroom detached duplex for sale,180000000.0,Wofun,4.0,4.0,4.0,500,duplex,45000000.0,360000.0
4 bedroom semi-detached duplex for sale,370000000.0,Kolapo Ishola Gra,4.0,4.0,4.0,500,duplex,92500000.0,740000.0
7 bedroom detached bungalow for sale,40000000.0,Old Ife Road,7.0,7.0,7.0,500,bungalow,5714285.714285715,80000.0
4 bedroom house for sale,200000000.0,Kolapo Ishola Gra,4.0,4.0,4.0,500,other,50000000.0,400000.0
4 bedroom house for sale,90000000.0,Omolayo Estate,4.0,4.0,4.0,500,other,22500000.0,180000.0
3 bedroom house for sale,32000000.0,Ologuneru,3.0,3.0,3.0,500,other,10666666.666666666,64000.0
4 bedroom house for sale,90000000.0,Kolapo Ishola Gra,4.0,4.0,4.0,500,other,22500000.0,180000.0
4 bedroom detached duplex for sale,250000000.0,Wofun,4.0,4.0,4.0,500,duplex,62500000.0,500000.0
3 bedroom detached bungalow for sale,35000000.0,Omi Adio,3.0,3.0,3.0,500,bungalow,11666666.666666666,70000.0
3 bedroom semi-detached duplex for sale,32000000.0,Elebu Akala Express,3.0,3.0,3.0,500,duplex,10666666.666666666,64000.0
3 bedroom house for sale,75000000.0,Ile Tuntun-nihort,3.0,3.0,3.0,500,other,25000000.0,150000.0
4 bedroom house for sale,170000000.0,Off Nihort Area,4.0,4.0,4.0,500,other,42500000.0,340000.0
2 bedroom house for sale,70000000.0,Old Bodija,2.0,2.0,2.0,500,other,35000000.0,140000.0
4 bedroom detached bungalow for sale,65000000.0,Akobo,4.0,4.0,4.0,500,bungalow,16250000.0,130000.0
Block of flats for sale,50000000.0,Alakia,4.0,4.0,4.0,500,apartment,12500000.0,100000.0
5 bedroom house for sale,90000000.0,Ojoo,5.0,5.0,5.0,500,other,18000000.0,180000.0
6 bedroom detached duplex for sale,220000000.0,Iyaganku Gra,6.0,6.0,7.0,500,duplex,36666666.666666664,440000.0
4 bedroom semi-detached duplex for sale,200000000.0,Agodi,4.0,4.0,4.0,500,duplex,50000000.0,400000.0
2 bedroom house for sale,75000000.0,Ringroad Gra,2.0,2.0,2.0,500,other,37500000.0,150000.0
3 bedroom house for sale,85000000.0,Akala Express,3.0,3.0,3.0,500,other,28333333.333333332,170000.0
4 bedroom detached bungalow for sale,90000000.0,kasunmu Off Akalaâs Expressway,4.0,4.0,4.0,500,bungalow,22500000.0,180000.0
3 bedroom detached duplex for sale,85000000.0,Oyo,3.0,3.0,3.0,500,duplex,28333333.333333332,170000.0
4 bedroom detached duplex for sale,300000000.0,Aerodrome Gra,4.0,5.0,4.0,500,duplex,75000000.0,600000.0
3 bedroom detached bungalow for sale,30000000.0,Olodo,3.0,3.0,3.0,500,bungalow,10000000.0,60000.0
4 bedroom detached duplex for sale,130000000.0,Akala,4.0,4.0,4.0,500,duplex,32500000.0,260000.0
Block of flats for sale,28000000.0,Alakia,4.0,4.0,4.0,500,apartment,7000000.0,56000.0
4 bedroom semi-detached duplex for sale,200000000.0,Kolapo Ishola Gra,4.0,4.0,5.0,500,duplex,50000000.0,400000.0
2 bedroom house for sale,100000000.0,Akobo,2.0,2.0,2.0,500,other,50000000.0,200000.0
3 bedroom house for sale,170000000.0,Akobo,3.0,3.0,3.0,500,other,56666666.666666664,340000.0
4 bedroom house for sale,70000000.0,Akilapa Estate,4.0,4.0,4.0,500,other,17500000.0,140000.0
3 bedroom house for sale,85000000.0,Carlton  Gate Estate,3.0,3.0,3.0,500,other,28333333.333333332,170000.0
4 bedroom house for sale,130000000.0,Jericho Gra,4.0,4.0,4.0,500,other,32500000.0,260000.0
5 bedroom house for sale,200000000.0,Bashorun Housing Estate,5.0,5.0,5.0,500,other,40000000.0,400000.0
6 bedroom house for sale,450000000.0,Bashorun,6.0,6.0,6.0,500,other,75000000.0,900000.0
5 bedroom house for sale,160000000.0,Kolapo Ishola Gra,5.0,5.0,5.0,500,other,32000000.0,320000.0
4 bedroom detached duplex for sale,300000000.0,Alalubosa Gra,4.0,5.0,5.0,500,duplex,75000000.0,600000.0
2 bedroom block of flats for sale,70000000.0,Old Bodija,2.0,2.0,2.0,500,apartment,35000000.0,140000.0
3 bedroom detached bungalow for sale,83000000.0,Akala Way,3.0,3.0,3.0,500,bungalow,27666666.666666668,166000.0
5 bedroom detached duplex for sale,250000000.0,Oluyole,5.0,5.0,6.0,500,duplex,50000000.0,500000.0
4 bedroom house for sale,65000000.0,Opposite Kolapo Ishola Gra,4.0,4.0,4.0,500,other,16250000.0,130000.0
3 bedroom house for sale,180000000.0,Elebu,3.0,3.0,3.0,500,other,60000000.0,360000.0
4 bedroom house for sale,300000000.0,Oluyole,4.0,4.0,4.0,500,other,75000000.0,600000.0
5 bedroom house for sale,150000000.0,Akobo,5.0,5.0,5.0,500,other,30000000.0,300000.0
4 bedroom house for sale,180000000.0,Ashi â Bodija,4.0,4.0,4.0,500,other,45000000.0,360000.0
3 bedroom house for sale,165000000.0,New Bodija,3.0,3.0,3.0,500,other,55000000.0,330000.0
4 bedroom house for sale,190000000.0,Oluyole,4.0,4.0,4.0,500,other,47500000.0,380000.0
5 bedroom detached duplex for sale,190000000.0,Omolayo Estate,5.0,5.0,5.0,500,duplex,38000000.0,380000.0
5 bedroom house for sale,160000000.0,Akobo,5.0,5.0,5.0,500,other,32000000.0,320000.0
3 bedroom house for sale,175000000.0,Lateef Oyelade  Ringroad Gra,3.0,3.0,3.0,500,other,58333333.333333336,350000.0
4 bedroom house for sale,70000000.0,Bashorun,4.0,4.0,4.0,500,other,17500000.0,140000.0
3 bedroom house for sale,45000000.0,Akobo,3.0,3.0,4.0,500,other,15000000.0,90000.0
Block of flats for sale,25000000.0,Alakia,4.0,4.0,4.0,500,apartment,6250000.0,50000.0
3 bedroom detached bungalow for sale,85000000.0,Elebu,3.0,3.0,4.0,500,bungalow,28333333.333333332,170000.0
4 bedroom semi-detached duplex for sale,200000000.0,Akobo,4.0,4.0,5.0,500,duplex,50000000.0,400000.0
8 bedroom detached bungalow for sale,99000000.0,Challenge,8.0,6.0,6.0,500,bungalow,12375000.0,198000.0
5 bedroom detached bungalow for sale,80000000.0,Jericho,5.0,6.0,6.0,580,bungalow,16000000.0,137931.0344827586
5 bedroom house for sale,165000000.0,New Bodija,5.0,5.0,5.0,580,other,33000000.0,284482.7586206897
3 bedroom detached duplex for sale,120000000.0,Akobo,3.0,3.0,4.0,500,duplex,40000000.0,240000.0
3 bedroom detached bungalow for sale,75000000.0,Ile-tuntun Off Jericho Nihort Road,3.0,4.0,4.0,500,bungalow,25000000.0,150000.0
5 bedroom detached duplex for sale,80000000.0,Apete,5.0,5.0,6.0,500,duplex,16000000.0,160000.0
2 bedroom detached duplex for sale,38000000.0,Oyo,2.0,2.0,2.0,500,duplex,19000000.0,76000.0
4 bedroom house for sale,37000000.0,Apata,4.0,4.0,5.0,500,other,9250000.0,74000.0
5 bedroom semi-detached bungalow for sale,165000000.0,New Bodija,5.0,5.0,5.0,500,bungalow,33000000.0,330000.0
2 bedroom block of flats for sale,100000000.0,Yemetu,2.0,1.0,1.0,500,apartment,50000000.0,200000.0
3 bedroom detached bungalow for sale,75000000.0,Nihort Area,3.0,3.0,4.0,500,bungalow,25000000.0,150000.0
4 bedroom detached duplex for sale,250000000.0,Jericho,4.0,5.0,5.0,500,duplex,62500000.0,500000.0
4 bedroom detached duplex for sale,310000000.0,Akobo,4.0,4.0,4.0,500,duplex,77500000.0,620000.0
4 bedroom detached duplex for sale,185000000.0,Jericho Extension.,4.0,4.0,4.0,500,duplex,46250000.0,370000.0
3 bedroom terraced duplex for sale,70000000.0,Omolayo Estate,3.0,3.0,4.0,500,duplex,23333333.333333332,140000.0
2 bedroom detached duplex for sale,100000000.0,Akobo G.r.a,2.0,2.0,3.0,500,duplex,50000000.0,200000.0
3 bedroom block of flats for sale,130000000.0,Akobo,3.0,4.0,4.0,500,apartment,43333333.333333336,260000.0
4 bedroom detached duplex for sale,240000000.0,Jericho Gra,4.0,4.0,4.0,500,duplex,60000000.0,480000.0
3 bedroom detached bungalow for sale,72000000.0,Oluyole Estate,3.0,3.0,4.0,500,bungalow,24000000.0,144000.0
5 bedroom detached duplex for sale,300000000.0,Alalubosa,5.0,6.0,7.0,500,duplex,60000000.0,600000.0
4 bedroom detached duplex for sale,155000000.0,New Bodija,4.0,4.0,5.0,500,duplex,38750000.0,310000.0
3 bedroom detached bungalow for sale,75000000.0,Iletuntun,3.0,3.0,4.0,500,bungalow,25000000.0,150000.0
5 bedroom detached duplex for sale,190000000.0,Akobo,5.0,5.0,6.0,500,duplex,38000000.0,380000.0
3 bedroom block of flats for sale,80000000.0,Nnpc,3.0,3.0,3.0,1,apartment,26666666.666666668,80000000.0
5 bedroom detached bungalow for sale,83000000.0,Akala Way,5.0,6.0,6.0,1,bungalow,16600000.0,83000000.0
4 bedroom detached duplex for sale,300000000.0,Jericho,4.0,4.0,5.0,1,duplex,75000000.0,300000000.0
3 bedroom detached bungalow for sale,20000000.0,Apata,3.0,3.0,3.0,1,bungalow,6666666.666666667,20000000.0
Block of flats for sale,25000000.0,Akobo,4.0,4.0,4.0,1,apartment,6250000.0,25000000.0
4 bedroom detached duplex for sale,85000000.0,Ojoo,4.0,4.0,4.0,1,duplex,21250000.0,85000000.0
Block of flats for sale,120000000.0,Ologuneru,4.0,4.0,4.0,1,apartment,30000000.0,120000000.0
2 bedroom semi-detached duplex for sale,100000000.0,New Bodija,2.0,2.0,2.0,1,duplex,50000000.0,100000000.0
Block of flats for sale,35000000.0,Alakia,4.0,4.0,4.0,1,apartment,8750000.0,35000000.0
Block of flats for sale,60000000.0,Akobo,4.0,4.0,4.0,1,apartment,15000000.0,60000000.0
4 bedroom detached duplex for sale,180000000.0,Gra,4.0,4.0,4.0,1,duplex,45000000.0,180000000.0
4 bedroom detached bungalow for sale,90000000.0,Okebadan Estate,4.0,4.0,4.0,1,bungalow,22500000.0,90000000.0
5 bedroom detached bungalow for sale,125000000.0,New Bodija,5.0,5.0,5.0,1,bungalow,25000000.0,125000000.0
