title,price,location,bedrooms,bathrooms,toilets,size_value,property_type,price_per_bedroom,price_per_size
5 bedroom detached bungalow for sale,35000000.0,Akobo,5.0,5.0,5.0,400,bungalow,7000000.0,87500.0
6 bedroom detached duplex for sale,450000000.0,Akobo,6.0,6.0,6.0,530,duplex,75000000.0,849056.6037735849
5 bedroom detached duplex for sale,185000000.0,Akobo,5.0,5.0,5.0,530,duplex,37000000.0,349056.6037735849
2 bedroom block of flats for sale,50000000.0,Ogungbade New Ife Road,2.0,2.0,2.0,500,apartment,25000000.0,100000.0
4 bedroom detached bungalow for sale,55000000.0,Gate 3 Elebu Off Akala Expressway,4.0,4.0,4.0,500,bungalow,13750000.0,110000.0
3 bedroom block of flats for sale,85000000.0,Elebu Area Off Akala Express Way,3.0,3.0,3.0,500,apartment,28333333.333333332,170000.0
3 bedroom detached bungalow for sale,70000000.0,Akobo,3.0,3.0,3.0,610,bungalow,23333333.333333332,114754.09836065574
3 bedroom block of flats for sale,60000000.0,Ojoo Area,3.0,3.0,3.0,610,apartment,20000000.0,98360.65573770492
3 bedroom block of flats for sale,90000000.0,Iwo Road,3.0,3.0,3.0,600,apartment,30000000.0,150000.0
5 bedroom detached duplex for sale,170000000.0,Akala Express,5.0,5.0,5.0,600,duplex,34000000.0,283333.3333333333
4 bedroom detached duplex for sale,220000000.0,Cassia Drive Alalubosa Gra,4.0,4.0,4.0,600,duplex,55000000.0,366666.6666666667
4 bedroom detached duplex for sale,210000000.0,Carlton Gate Estate Akobo Gra,4.0,4.0,4.0,600,duplex,52500000.0,350000.0
1 bedroom block of flats for sale,40000000.0,Iyana Agbala,1.0,1.0,11.0,600,apartment,40000000.0,66666.66666666667
2 bedroom block of flats for sale,40000000.0,Akingbile,2.0,2.0,2.0,600,apartment,20000000.0,66666.66666666667
4 bedroom detached duplex for sale,340000000.0,Akobo,4.0,4.0,4.0,620,duplex,85000000.0,548387.0967741936
4 bedroom detached duplex for sale,110000000.0,Akala,4.0,4.0,4.0,620,duplex,27500000.0,177419.35483870967
2 bedroom block of flats for sale,80000000.0,Olorunda Akobo,2.0,2.0,2.0,620,apartment,40000000.0,129032.25806451614
4 bedroom detached bungalow for sale,150000000.0,Lagelu Estate   Challenge,4.0,4.0,4.0,620,bungalow,37500000.0,241935.48387096773
4 bedroom detached duplex for sale,150000000.0,New Bodija,4.0,4.0,4.0,620,duplex,37500000.0,241935.48387096773
5 bedroom detached duplex for sale,200000000.0,New Bodija Estate,5.0,6.0,6.0,620,duplex,40000000.0,322580.6451612903
2 bedroom detached duplex for sale,100000000.0,Akobo,2.0,2.0,3.0,620,duplex,50000000.0,161290.32258064515
Block of flats for sale,65000000.0,Akobo,4.0,4.0,4.0,620,apartment,16250000.0,104838.70967741935
3 bedroom detached bungalow for sale,15000000.0,Adegbayi,3.0,3.0,3.0,620,bungalow,5000000.0,24193.548387096773
Block of flats for sale,150000000.0,New Bodija,4.0,4.0,4.0,620,apartment,37500000.0,241935.48387096773
5 bedroom detached duplex for sale,190000000.0,Idi Ishin,5.0,5.0,5.0,620,duplex,38000000.0,306451.6129032258
5 bedroom detached duplex for sale,300000000.0,Carlton Gate Estate,5.0,5.0,6.0,620,duplex,60000000.0,483870.96774193546
2 bedroom detached bungalow for sale,45000000.0,Jericho,2.0,3.0,3.0,700,bungalow,22500000.0,64285.71428571428
4 bedroom detached bungalow for sale,80000000.0,Akobo,4.0,5.0,5.0,700,bungalow,20000000.0,114285.71428571429
4 bedroom detached duplex for sale,265000000.0,Akobo,4.0,4.0,4.0,700,duplex,66250000.0,378571.4285714286
5 bedroom detached duplex for sale,300000000.0,Orange Gate Oluyole Estate Extension,5.0,5.0,5.0,6,duplex,60000000.0,50000000.0
5 bedroom detached duplex for sale,270000000.0,Onireke Gra,5.0,5.0,5.0,6,duplex,54000000.0,45000000.0
5 bedroom detached duplex for sale,285000000.0,Larry Estate Oluyole Extension,5.0,5.0,5.0,6,duplex,57000000.0,47500000.0
4 bedroom detached duplex for sale,185000000.0,Nihort,4.0,4.0,4.0,6,duplex,46250000.0,30833333.333333332
7 bedroom detached duplex for sale,150000000.0,Commodore Area Elebu Off Akala Express,7.0,7.0,8.0,6,duplex,21428571.42857143,25000000.0
6 bedroom detached duplex for sale,85000000.0,Near Elebu Market,6.0,5.0,5.0,6,duplex,14166666.666666666,14166666.666666666
6 bedroom house for sale,20000000.0,Wire And Cable,6.0,6.0,6.0,6,other,3333333.3333333335,3333333.3333333335
3 bedroom detached bungalow for sale,35000000.0,,3.0,3.0,3.0,6,bungalow,11666666.666666666,5833333.333333333
Block of flats for sale,300000000.0,Challenge,4.0,4.0,4.0,6,apartment,75000000.0,50000000.0
5 bedroom detached bungalow for sale,120000000.0,New Bodija,5.0,5.0,5.0,6,bungalow,24000000.0,20000000.0
5 bedroom detached duplex for sale,250000000.0,Akobo,5.0,5.0,6.0,6,duplex,50000000.0,41666666.666666664
4 bedroom detached duplex for sale,270000000.0,Akobo,4.0,4.0,5.0,6,duplex,67500000.0,45000000.0
4 bedroom detached duplex for sale,260000000.0,Akobo,4.0,4.0,5.0,6,duplex,65000000.0,43333333.333333336
5 bedroom detached duplex for sale,250000000.0,Oluyole,5.0,5.0,6.0,6,duplex,50000000.0,41666666.666666664
4 bedroom semi-detached duplex for sale,250000000.0,Akobo,4.0,4.0,5.0,6,duplex,62500000.0,41666666.666666664
Block of flats for sale,50000000.0,Akobo,4.0,4.0,4.0,6,apartment,12500000.0,8333333.333333333
4 bedroom detached duplex for sale,375000000.0,Akobo,4.0,4.0,4.0,6,duplex,93750000.0,62500000.0
4 bedroom detached duplex for sale,150000000.0,New Bodija,4.0,4.0,4.0,6,duplex,37500000.0,25000000.0
Block of flats for sale,35000000.0,Alakia,4.0,4.0,4.0,6,apartment,8750000.0,5833333.333333333
Block of flats for sale,35000000.0,Gbagi,4.0,4.0,4.0,6,apartment,8750000.0,5833333.333333333
2 bedroom detached duplex for sale,100000000.0,Akobo,2.0,2.0,2.0,6,duplex,50000000.0,16666666.666666666
5 bedroom detached duplex for sale,80000000.0,Airport,5.0,5.0,5.0,6,duplex,16000000.0,13333333.333333334
Block of flats for sale,180000000.0,Akobo,4.0,4.0,4.0,6,apartment,45000000.0,30000000.0
3 bedroom detached bungalow for sale,12000000.0,Ologuneru,3.0,3.0,3.0,6,bungalow,4000000.0,2000000.0
5 bedroom detached bungalow for sale,55000000.0,Akobo,5.0,5.0,7.0,6,bungalow,11000000.0,9166666.666666666
5 bedroom detached duplex for sale,450000000.0,Akobo,5.0,6.0,6.0,6,duplex,90000000.0,75000000.0
4 bedroom detached duplex for sale,190000000.0,Challenge,4.0,4.0,4.0,6,duplex,47500000.0,31666666.666666668
3 bedroom detached bungalow for sale,28000000.0,Adegbayi,3.0,3.0,3.0,6,bungalow,9333333.333333334,4666666.666666667
3 bedroom detached bungalow for sale,70000000.0,Nihort Area,3.0,3.0,3.0,6,bungalow,23333333.333333332,11666666.666666666
4 bedroom detached duplex for sale,200000000.0,New Bodija,4.0,4.0,4.0,6,duplex,50000000.0,33333333.333333332
4 bedroom detached duplex for sale,250000000.0,New Bodija,4.0,4.0,4.0,6,duplex,62500000.0,41666666.666666664
4 bedroom detached bungalow for sale,170000000.0,Old Bodija,4.0,4.0,4.0,6,bungalow,42500000.0,28333333.333333332
10 bedroom block of flats for sale,75000000.0,Akobo,10.0,12.0,12.0,6,apartment,7500000.0,12500000.0
4 bedroom detached duplex for sale,105000000.0,Akobo,4.0,4.0,4.0,6,duplex,26250000.0,17500000.0
4 bedroom detached duplex for sale,450000000.0,Akobo,4.0,5.0,5.0,6,duplex,112500000.0,75000000.0
3 bedroom detached bungalow for sale,43000000.0,Off Jericho - Aleshinloye Road,3.0,3.0,3.0,6,bungalow,14333333.333333334,7166666.666666667
4 bedroom detached duplex for sale,270000000.0,Akobo,4.0,4.0,4.0,6,duplex,67500000.0,45000000.0
4 bedroom detached duplex for sale,180000000.0,Akobo,4.0,5.0,5.0,6,duplex,45000000.0,30000000.0
4 bedroom detached duplex for sale,200000000.0,Oyo,4.0,4.0,5.0,6,duplex,50000000.0,33333333.333333332
12 bedroom detached duplex for sale,240000000.0,Elebu,12.0,12.0,39.0,6,duplex,20000000.0,40000000.0
3 bedroom detached bungalow for sale,28000000.0,Ojoo,3.0,3.0,4.0,6,bungalow,9333333.333333334,4666666.666666667
Block of flats for sale,45000000.0,Behind Nigerian Brewery,4.0,4.0,4.0,6,apartment,11250000.0,7500000.0
Block of flats for sale,25000000.0,Adegbayi,4.0,4.0,4.0,6,apartment,6250000.0,4166666.6666666665
4 bedroom detached bungalow for sale,30000000.0,Eleyele,4.0,4.0,4.0,6,bungalow,7500000.0,5000000.0
5 bedroom detached duplex for sale,250000000.0,Kolapo Ishola Gra,5.0,5.0,6.0,6,duplex,50000000.0,41666666.666666664
4 bedroom detached duplex for sale,300000000.0,Iyaganku,4.0,4.0,4.0,6,duplex,75000000.0,50000000.0
Block of flats for sale,85000000.0,Orogun,4.0,4.0,4.0,6,apartment,21250000.0,14166666.666666666
3 bedroom house for sale,200000000.0,Alakia,3.0,3.0,3.0,6,other,66666666.666666664,33333333.333333332
5 bedroom semi-detached duplex for sale,150000000.0,Okebadan Estate,5.0,5.0,5.0,600,duplex,30000000.0,250000.0
2 bedroom detached bungalow for sale,50900000.0,Ologuneru,2.0,2.0,3.0,600,bungalow,25450000.0,84833.33333333333
4 bedroom house for sale,250000000.0,Agodi,4.0,4.0,5.0,600,other,62500000.0,416666.6666666667
3 bedroom detached bungalow for sale,11000000.0,Iyana Agbala,3.0,3.0,3.0,600,bungalow,3666666.6666666665,18333.333333333332
Block of flats for sale,65000000.0,Second Plot To Main Road,4.0,4.0,4.0,600,apartment,16250000.0,108333.33333333333
4 bedroom terraced duplex for sale,200000000.0,Basorun,4.0,4.0,4.0,600,duplex,50000000.0,333333.3333333333
5 bedroom detached duplex for sale,185000000.0,New Bodija,5.0,5.0,5.0,600,duplex,37000000.0,308333.3333333333
Block of flats for sale,80000000.0,Bashorun,4.0,4.0,4.0,600,apartment,20000000.0,133333.33333333334
4 bedroom detached duplex for sale,270000000.0,Akobo,4.0,4.0,4.0,600,duplex,67500000.0,450000.0
4 bedroom detached duplex for sale,250000000.0,Agodi,4.0,5.0,5.0,600,duplex,62500000.0,416666.6666666667
4 bedroom detached duplex for sale,180000000.0,Podo Road New Garage,4.0,7.0,7.0,600,duplex,45000000.0,300000.0
5 bedroom semi-detached duplex for sale,270000000.0,Akobo,5.0,5.0,5.0,600,duplex,54000000.0,450000.0
4 bedroom detached duplex for sale,145000000.0,Oluyole Estate,4.0,5.0,5.0,600,duplex,36250000.0,241666.66666666666
4 bedroom detached duplex for sale,400000000.0,Jericho,4.0,5.0,5.0,3,duplex,100000000.0,133333333.33333333
3 bedroom detached bungalow for sale,75000000.0,Akobo,3.0,3.0,4.0,3,bungalow,25000000.0,25000000.0
3 bedroom house for sale,75000000.0,Akobo,3.0,3.0,4.0,3,other,25000000.0,25000000.0
5 bedroom detached bungalow for sale,65000000.0,Alakia,5.0,5.0,5.0,3,bungalow,13000000.0,21666666.666666668
4 bedroom house for sale,180000000.0,Jericho,4.0,4.0,5.0,3,other,45000000.0,60000000.0
3 bedroom house for sale,350000000.0,Akobo,3.0,4.0,4.0,3,other,116666666.66666667,116666666.66666667
4 bedroom detached duplex for sale,250000000.0,New Bodija,4.0,4.0,5.0,3,duplex,62500000.0,83333333.33333333
4 bedroom semi-detached duplex for sale,200000000.0,Old Bodija,4.0,4.0,5.0,600,duplex,50000000.0,333333.3333333333
Block of flats for sale,45000000.0,Apete,4.0,4.0,4.0,600,apartment,11250000.0,75000.0
5 bedroom detached bungalow for sale,35000000.0,Akobo,5.0,5.0,5.0,600,bungalow,7000000.0,58333.333333333336
4 bedroom detached duplex for sale,185000000.0,Akobo,4.0,5.0,5.0,600,duplex,46250000.0,308333.3333333333
4 bedroom house for sale,190000000.0,Akobo,4.0,4.0,5.0,600,other,47500000.0,316666.6666666667
4 bedroom detached duplex for sale,220000000.0,Akobo,4.0,4.0,5.0,600,duplex,55000000.0,366666.6666666667
5 bedroom detached duplex for sale,200000000.0,Agodi,5.0,5.0,6.0,600,duplex,40000000.0,333333.3333333333
3 bedroom house for sale,140000000.0,Beside Dss Estate,3.0,3.0,3.0,600,other,46666666.666666664,233333.33333333334
11 bedroom detached duplex for sale,200000000.0,Ikolaba,11.0,7.0,8.0,1,duplex,18181818.181818184,200000000.0
Block of flats for sale,70000000.0,Akobo,4.0,4.0,4.0,1,apartment,17500000.0,70000000.0
Block of flats for sale,60000000.0,Ringroad,4.0,4.0,4.0,1,apartment,15000000.0,60000000.0
4 bedroom detached bungalow for sale,40000000.0,Akobo,4.0,4.0,4.0,1,bungalow,10000000.0,40000000.0
2 bedroom detached bungalow for sale,28000000.0,Ido,2.0,2.0,2.0,1,bungalow,14000000.0,28000000.0
4 bedroom semi-detached duplex for sale,200000000.0,Beside Kolapo Ishola Gra,4.0,4.0,5.0,1,duplex,50000000.0,200000000.0
4 bedroom detached duplex for sale,150000000.0,Akobo,4.0,4.0,4.0,1,duplex,37500000.0,150000000.0
4 bedroom detached duplex for sale,180000000.0,Akobo,4.0,4.0,4.0,1,duplex,45000000.0,180000000.0
4 bedroom semi-detached duplex for sale,230000000.0,(legacy Estate),4.0,4.0,5.0,1,duplex,57500000.0,230000000.0
4 bedroom semi-detached duplex for sale,180000000.0,Jericho,4.0,4.0,5.0,1,duplex,45000000.0,180000000.0
Block of flats for sale,160000000.0,Ringroad,4.0,4.0,4.0,1,apartment,40000000.0,160000000.0
Block of flats for sale,50000000.0,Akobo,4.0,4.0,4.0,1,apartment,12500000.0,50000000.0
5 bedroom detached duplex for sale,220000000.0,Oluyole Estate,5.0,6.0,6.0,1,duplex,44000000.0,220000000.0
Block of flats for sale,55000000.0,Ring Road,4.0,4.0,4.0,1,apartment,13750000.0,55000000.0
Block of flats for sale,60000000.0,Bashorun,4.0,4.0,4.0,1,apartment,15000000.0,60000000.0
Block of flats for sale,10000000.0,Oremeji,4.0,4.0,4.0,1,apartment,2500000.0,10000000.0
4 bedroom house for sale,180000000.0,Jericho,4.0,4.0,5.0,1,other,45000000.0,180000000.0
2 bedroom house for sale,70000000.0,Eleyele,2.0,2.0,3.0,1,other,35000000.0,70000000.0
3 bedroom block of flats for sale,115000000.0,Akobo,3.0,3.0,3.0,1,apartment,38333333.333333336,115000000.0
5 bedroom house for sale,290000000.0,Akobo,5.0,5.0,6.0,1,other,58000000.0,290000000.0
Block of flats for sale,150000000.0,New Bodija,4.0,4.0,4.0,1,apartment,37500000.0,150000000.0
96 bedroom house for sale,55000000.0,Ring Road,96.0,6.0,6.0,2,other,572916.6666666666,27500000.0
4 bedroom detached duplex for sale,185000000.0,Kolapo Ishola Gra Akobo,4.0,4.0,4.0,2,duplex,46250000.0,92500000.0
4 bedroom detached duplex for sale,250000000.0,Ikolaba Estate Bodija,4.0,4.0,4.0,2,duplex,62500000.0,125000000.0
4 bedroom semi-detached duplex for sale,200000000.0,Bodija,4.0,4.0,4.0,2,duplex,50000000.0,100000000.0
4 bedroom semi-detached duplex for sale,130000000.0,Jericho,4.0,4.0,4.0,2,duplex,32500000.0,65000000.0
16 bedroom block of flats for sale,250000000.0,Old Bodija,16.0,24.0,24.0,1,apartment,15625000.0,250000000.0
5 bedroom detached duplex for sale,190000000.0,Akobo,5.0,4.0,4.0,1,duplex,38000000.0,190000000.0
4 bedroom block of flats for sale,70000000.0,Off Ring Road,4.0,4.0,44.0,700,apartment,17500000.0,100000.0
6 bedroom detached duplex for sale,120000000.0,Alafia Estate Akobo Akala Way,6.0,6.0,6.0,700,duplex,20000000.0,171428.57142857142
5 bedroom detached duplex for sale,100000000.0,Oluwo Nla Basorun,5.0,5.0,5.0,700,duplex,20000000.0,142857.14285714287
4 bedroom detached bungalow for sale,55000000.0,Ile Titun Nihort Area Nihort,4.0,4.0,4.0,700,bungalow,13750000.0,78571.42857142857
3 bedroom detached bungalow for sale,100000000.0,Jericho,3.0,3.0,3.0,700,bungalow,33333333.333333332,142857.14285714287
4 bedroom detached duplex for sale,209000000.0,Ojoo,4.0,4.0,4.0,700,duplex,52250000.0,298571.4285714286
4 bedroom detached bungalow for sale,35000000.0,Ayetigbo Street,4.0,4.0,4.0,700,bungalow,8750000.0,50000.0
4 bedroom detached duplex for sale,185000000.0,Akobo,4.0,4.0,4.0,700,duplex,46250000.0,264285.71428571426
4 bedroom semi-detached duplex for sale,250000000.0,New Bodija,4.0,4.0,4.0,700,duplex,62500000.0,357142.85714285716
4 bedroom detached duplex for sale,300000000.0,Akobo,4.0,5.0,5.0,620,duplex,75000000.0,483870.96774193546
Block of flats for sale,110000000.0,Facing Main Road,4.0,4.0,4.0,620,apartment,27500000.0,177419.35483870967
Block of flats for sale,50000000.0,Agbowo,4.0,4.0,4.0,620,apartment,12500000.0,80645.16129032258
4 bedroom detached duplex for sale,300000000.0,Oluyole Estate,4.0,4.0,4.0,620,duplex,75000000.0,483870.96774193546
4 bedroom detached duplex for sale,350000000.0,Akobo,4.0,4.0,4.0,620,duplex,87500000.0,564516.1290322581
3 bedroom detached bungalow for sale,60000000.0,Afin Iyanu,3.0,3.0,3.0,620,bungalow,20000000.0,96774.19354838709
4 bedroom detached duplex for sale,200000000.0,Jericho,4.0,4.0,4.0,620,duplex,50000000.0,322580.6451612903
3 bedroom detached bungalow for sale,65000000.0,Off Nihort Jericho Extension,3.0,3.0,3.0,620,bungalow,21666666.666666668,104838.70967741935
3 bedroom detached bungalow for sale,18000000.0,Ologuneru,3.0,3.0,3.0,620,bungalow,6000000.0,29032.25806451613
4 bedroom detached duplex for sale,220000000.0,Oluyole Estate,4.0,4.0,5.0,620,duplex,55000000.0,354838.70967741933
4 bedroom detached bungalow for sale,25000000.0,Airport,4.0,4.0,4.0,620,bungalow,6250000.0,40322.58064516129
4 bedroom detached duplex for sale,250000000.0,Samonda,4.0,4.0,4.0,400,duplex,62500000.0,625000.0
4 bedroom detached bungalow for sale,6500000.0,Alakia,4.0,4.0,4.0,400,bungalow,1625000.0,16250.0
4 bedroom detached duplex for sale,70000000.0,Ologuneru,4.0,4.0,4.0,400,duplex,17500000.0,175000.0
4 bedroom semi-detached duplex for sale,180000000.0,Jericho,4.0,4.0,5.0,400,duplex,45000000.0,450000.0
Block of flats for sale,28000000.0,Agbowo,4.0,4.0,4.0,400,apartment,7000000.0,70000.0
Block of flats for sale,50000000.0,Iwo Road,4.0,4.0,4.0,400,apartment,12500000.0,125000.0
Block of flats for sale,50000000.0,Olodo,4.0,4.0,4.0,400,apartment,12500000.0,125000.0
Block of flats for sale,150000000.0,Alakia,4.0,4.0,4.0,400,apartment,37500000.0,375000.0
3 bedroom detached bungalow for sale,65000000.0,Jericho Extension Alafara,3.0,4.0,4.0,400,bungalow,21666666.666666668,162500.0
4 bedroom semi-detached duplex for sale,120000000.0,Oke Ado,4.0,4.0,4.0,400,duplex,30000000.0,300000.0
Block of flats for sale,90000000.0,Ring Road,4.0,4.0,4.0,400,apartment,22500000.0,225000.0
3 bedroom detached bungalow for sale,65000000.0,Jericho Extension,3.0,4.0,4.0,400,bungalow,21666666.666666668,162500.0
3 bedroom detached bungalow for sale,100000000.0,Nihort,3.0,3.0,3.0,400,bungalow,33333333.333333332,250000.0
12 bedroom block of flats for sale,50000000.0,Along Faith Bible Church,12.0,12.0,12.0,400,apartment,4166666.6666666665,125000.0
3 bedroom detached bungalow for sale,58000000.0,Moniya,3.0,3.0,4.0,400,bungalow,19333333.333333332,145000.0
5 bedroom terraced duplex for sale,130000000.0,Iyaganku,5.0,5.0,6.0,400,duplex,26000000.0,325000.0
Block of flats for sale,230000000.0,Akobo,4.0,4.0,4.0,400,apartment,57500000.0,575000.0
2 bedroom detached bungalow for sale,90000000.0,Winners Way,2.0,2.0,2.0,400,bungalow,45000000.0,225000.0
Block of flats for sale,120000000.0,Ringroad,4.0,4.0,4.0,400,apartment,30000000.0,300000.0
3 bedroom detached duplex for sale,75000000.0,Asejire,3.0,3.0,3.0,400,duplex,25000000.0,187500.0
Block of flats for sale,25000000.0,Old Ife Road,4.0,4.0,4.0,400,apartment,6250000.0,62500.0
4 bedroom detached duplex for sale,230000000.0,Old Bodija,4.0,4.0,4.0,400,duplex,57500000.0,575000.0
3 bedroom detached bungalow for sale,65000000.0,Ologuneru,3.0,3.0,3.0,400,bungalow,21666666.666666668,162500.0
6 bedroom detached duplex for sale,250000000.0,Oluyole Estate,6.0,7.0,7.0,700,duplex,41666666.666666664,357142.85714285716
Block of flats for sale,50000000.0,Akobo,4.0,4.0,4.0,700,apartment,12500000.0,71428.57142857143
4 bedroom detached duplex for sale,150000000.0,Tiger Mini Estate,4.0,5.0,5.0,700,duplex,37500000.0,214285.7142857143
4 bedroom semi-detached bungalow for sale,200000000.0,Ringroad,4.0,4.0,4.0,700,bungalow,50000000.0,285714.28571428574
Block of flats for sale,65000000.0,Old Ife Road,4.0,4.0,4.0,700,apartment,16250000.0,92857.14285714286
4 bedroom detached duplex for sale,190000000.0,Akobo,4.0,4.0,4.0,700,duplex,47500000.0,271428.5714285714
5 bedroom detached duplex for sale,250000000.0,Adeosun Close,5.0,5.0,6.0,700,duplex,50000000.0,357142.85714285716
5 bedroom semi-detached duplex for sale,200000000.0,New Bodija,5.0,5.0,5.0,700,duplex,40000000.0,285714.28571428574
Block of flats for sale,85000000.0,Bashorun,4.0,4.0,4.0,700,apartment,21250000.0,121428.57142857143
2 bedroom semi-detached duplex for sale,200000000.0,Alakia,2.0,2.0,2.0,700,duplex,100000000.0,285714.28571428574
5 bedroom semi-detached duplex for sale,180000000.0,New Bodija,5.0,5.0,5.0,700,duplex,36000000.0,257142.85714285713
5 bedroom detached bungalow for sale,65000000.0,Oke Bola,5.0,5.0,5.0,700,bungalow,13000000.0,92857.14285714286
7 bedroom detached duplex for sale,350000000.0,Old Bodija,7.0,8.0,8.0,700,duplex,50000000.0,500000.0
Block of flats for sale,25000000.0,Iyana Agbala,4.0,4.0,4.0,700,apartment,6250000.0,35714.28571428572
Block of flats for sale,85000000.0,New Bodija,4.0,4.0,4.0,1,apartment,21250000.0,85000000.0
Block of flats for sale,55000000.0,Akobo,4.0,4.0,4.0,1,apartment,13750000.0,55000000.0
Block of flats for sale,10000000.0,Olodo,4.0,4.0,4.0,1,apartment,2500000.0,10000000.0
3 bedroom detached bungalow for sale,22000000.0,Solomon Ogunbayo Memorial Estate Odo Ona Kekere,3.0,3.0,4.0,1,bungalow,7333333.333333333,22000000.0
7 bedroom house for sale,75000000.0,Adeoya Street,7.0,7.0,7.0,595,other,10714285.714285715,126050.42016806723
24 bedroom block of flats for sale,160000000.0,Monatan Rd,24.0,24.0,24.0,595,apartment,6666666.666666667,268907.5630252101
Block of flats for sale,65000000.0,Bashorun,4.0,4.0,4.0,595,apartment,16250000.0,109243.6974789916
5 bedroom detached duplex for sale,220000000.0,Lere Adigun Gra,5.0,6.0,6.0,595,duplex,44000000.0,369747.8991596639
4 bedroom detached duplex for sale,200000000.0,Agodi Gra,4.0,4.0,4.0,595,duplex,50000000.0,336134.4537815126
Block of flats for sale,35000000.0,Ijokodo,4.0,4.0,4.0,595,apartment,8750000.0,58823.529411764706
3 bedroom detached duplex for sale,120000000.0,Adetokun Ologuneru,3.0,3.0,4.0,595,duplex,40000000.0,201680.67226890757
Block of flats for sale,40000000.0,Babalegba Area,4.0,4.0,4.0,595,apartment,10000000.0,67226.89075630253
